5G0E3559,Port 1,Port 1,Port 2,Port 2,Port 3,Port 3,Port 3,Port 4,Port 4,Port 4,Port 5,Port 5,Port 5
928 records,MPS-2 Water Potential/Temp,MPS-2 Water Potential/Temp,MPS-6 Water Potential/Temp,MPS-6 Water Potential/Temp,SRS-Nr NDVI Field Stop,SRS-Nr NDVI Field Stop,SRS-Nr NDVI Field Stop,GS3 Moisture/Temp/EC,GS3 Moisture/Temp/EC,GS3 Moisture/Temp/EC,SRS-Ni NDVI Hemispherical,SRS-Ni NDVI Hemispherical,SRS-Ni NDVI Hemispherical
Measurement Time,kPa Potential,øC Temp,kPa Potential,øC Temp,630 nm,800 nm,NDVI,m?/m? VWC,øC Temp,dS/m EC Bulk,630 nm,800 nm,à for NDVI
9/4/14 18:00,-340.6,26.6,-387.5,22.4,0.0226,0.0345,0.353,0.031,27.8,0.011,0.6660,0.4830,1.379
9/5/14 0:00,-565.8,23.7,-480.4,21.8,0.0029,0.0045,0.316,0.026,23.1,0.011,0.0730,0.0580,1.259
9/5/14 6:00,-962.6,19.1,-630.1,21.8,0.0000,0.0000,,0.023,17.7,0.011,0.0000,0.0000,
9/5/14 12:00,-1231.2,17.7,-760.5,21.5,0.0143,0.0203,0.317,0.022,17.0,0.011,0.3370,0.2510,1.343
9/5/14 18:00,-948.5,24.1,-894.6,21.1,0.0273,0.0385,0.331,0.022,26.7,0.010,0.8180,0.5830,1.403
9/6/14 0:00,-1085.0,23.4,-1010.0,21.1,0.0022,0.0033,0.310,0.020,23.3,0.009,0.0510,0.0400,1.275
9/6/14 6:00,-1570.5,19.3,-1120.8,21.3,0.0000,0.0000,,0.018,18.2,0.009,0.0000,0.0000,
9/6/14 12:00,-1803.1,18.5,-1254.9,21.2,0.0197,0.0280,0.317,0.018,18.3,0.009,0.4950,0.3680,1.345
9/6/14 18:00,-1248.6,24.0,-1395.5,20.9,0.0178,0.0260,0.340,0.020,25.7,0.009,0.6580,0.4720,1.394
9/7/14 0:00,-1791.1,20.1,-1523.1,20.9,0.0010,0.0016,0.298,0.016,19.0,0.017,0.0320,0.0270,1.185
9/7/14 6:00,-2543.5,16.1,-1650.9,21.0,0.0000,0.0000,,0.016,14.4,0.020,0.0000,0.0000,
9/7/14 12:00,-2517.8,16.0,-1821.5,20.7,0.0207,0.0303,0.322,0.018,15.6,0.018,0.4650,0.3480,1.336
9/7/14 18:00,-1023.8,25.9,-2032.0,20.3,0.0294,0.0416,0.325,0.022,28.6,0.013,0.8690,0.6220,1.397
9/8/14 0:00,-1054.9,23.7,-2174.8,20.4,0.0022,0.0033,0.300,0.024,23.5,0.017,0.0510,0.0420,1.214
9/8/14 6:00,-1693.7,18.4,-2198.0,20.7,0.0000,0.0000,,0.031,16.9,0.031,0.0000,0.0000,
9/8/14 12:00,-1900.8,17.5,-2280.5,20.7,0.0111,0.0155,0.316,0.033,17.2,0.037,0.3530,0.2560,1.379
9/8/14 16:00,-1055.9,23.1,-2466.8,20.5,0.0197,0.0269,0.316,0.036,24.6,0.033,0.7520,0.5370,1.400
9/8/14 17:00,-918.6,22.8,-2612.3,20.4,0.0059,0.0081,0.304,0.034,22.8,0.030,0.1560,0.1160,1.345
9/8/14 18:00,-953.3,22.1,-2643.8,20.4,0.0079,0.0111,0.312,0.033,21.9,0.031,0.2210,0.1640,1.348
9/8/14 19:00,-976.2,21.6,-2678.1,20.4,0.0044,0.0063,0.307,0.033,21.2,0.031,0.1230,0.0930,1.323
9/8/14 20:00,-1035.9,20.9,-2689.2,20.4,0.0007,0.0010,0.322,0.033,20.4,0.031,0.0210,0.0170,1.235
9/8/14 21:00,-1085.5,20.3,-2702.3,20.4,0.0000,0.0000,,0.031,19.4,0.031,0.0000,0.0000,
9/8/14 22:00,-1140.3,19.6,-2707.9,20.5,0.0000,0.0000,,0.031,18.8,0.031,0.0000,0.0000,
9/8/14 23:00,-1202.1,19.1,-2721.6,20.5,0.0000,0.0000,,0.031,18.4,0.031,0.0000,0.0000,
9/9/14 0:00,-1227.8,18.8,-2730.4,20.5,0.0000,0.0000,,0.031,18.0,0.031,0.0000,0.0000,
9/9/14 1:00,-1250.9,18.4,-2746.8,20.5,0.0000,0.0000,,0.030,17.7,0.030,0.0000,0.0000,
9/9/14 2:00,-1275.9,18.2,-2750.6,20.5,0.0000,0.0000,,0.031,17.4,0.031,0.0000,0.0000,
9/9/14 3:00,-1318.6,17.9,-2762.0,20.5,0.0000,0.0000,,0.029,17.1,0.030,0.0000,0.0000,
9/9/14 4:00,-1380.8,17.6,-2764.6,20.5,0.0000,0.0000,,0.029,16.7,0.030,0.0000,0.0000,
9/9/14 5:00,-1402.3,17.3,-2784.4,20.5,0.0000,0.0000,,0.028,16.6,0.030,0.0000,0.0000,
9/9/14 6:00,-1415.9,17.1,-2799.1,20.5,0.0000,0.0000,,0.028,16.4,0.030,0.0000,0.0000,
9/9/14 7:00,-1431.6,16.9,-2815.3,20.4,0.0000,0.0000,,0.029,16.2,0.030,0.0000,0.0000,
9/9/14 8:00,-1448.9,16.8,-2838.1,20.4,0.0014,0.0022,0.314,0.029,16.1,0.030,0.0360,0.0290,1.241
9/9/14 9:00,-1448.9,16.8,-2851.8,20.4,0.0069,0.0104,0.311,0.031,16.4,0.030,0.1890,0.1490,1.268
9/9/14 10:00,-1412.9,17.3,-2868.3,20.3,0.0114,0.0164,0.313,0.032,17.2,0.030,0.3200,0.2390,1.339
9/9/14 11:00,-1309.9,18.2,-2890.9,20.3,0.0194,0.0275,0.309,0.033,18.7,0.029,0.5110,0.3810,1.341
9/9/14 12:00,-1211.5,19.3,-2914.9,20.2,0.0139,0.0195,0.310,0.035,20.1,0.027,0.3820,0.2810,1.359
9/9/14 13:00,-1169.3,19.7,-2929.7,20.2,0.0113,0.0158,0.308,0.035,20.2,0.025,0.2980,0.2210,1.348
9/9/14 14:00,-1136.1,19.8,-2960.2,20.1,0.0097,0.0131,0.307,0.043,20.1,0.025,0.2580,0.1850,1.395
9/9/14 15:00,-491.8,18.6,-2970.5,20.1,0.0037,0.0054,0.334,0.114,17.9,0.128,0.1640,0.1200,1.367
9/9/14 16:00,-17.6,17.8,-2962.3,20.1,0.0085,0.0139,0.374,0.183,17.7,0.292,0.4640,0.3430,1.353
9/9/14 17:00,-21.7,18.2,-2993.8,20.0,0.0054,0.0080,0.328,0.176,18.3,0.274,0.2060,0.1550,1.329
9/9/14 18:00,-25.4,18.1,-3019.4,20.0,0.0040,0.0058,0.321,0.174,18.0,0.257,0.1520,0.1130,1.345
9/9/14 19:00,-27.7,17.9,-3039.0,20.0,0.0086,0.0122,0.327,0.169,17.6,0.241,0.2690,0.1950,1.379
9/9/14 20:00,-29.9,17.5,-3089.1,20.0,0.0017,0.0026,0.168,0.166,17.0,0.228,0.0330,0.0340,0.971
9/9/14 21:00,-31.7,16.9,-3109.0,20.0,0.0000,0.0000,,0.165,16.1,0.219,0.0000,0.0000,
9/9/14 22:00,-33.1,16.3,-3147.2,19.9,0.0000,0.0000,,0.164,15.5,0.209,0.0000,0.0000,
9/9/14 23:00,-34.2,15.6,-3185.1,19.9,0.0000,0.0000,,0.162,14.6,0.201,0.0000,0.0000,
9/10/14 0:00,-35.1,15.0,-3227.9,19.9,0.0000,0.0000,,0.162,13.9,0.194,0.0000,0.0000,
9/10/14 1:00,-36.0,14.4,-3284.2,19.9,0.0000,0.0000,,0.161,13.3,0.188,0.0000,0.0000,
9/10/14 2:00,-36.8,13.8,-3336.0,19.8,0.0000,0.0000,,0.160,12.7,0.182,0.0000,0.0000,
9/10/14 3:00,-37.6,13.3,-3431.0,19.8,0.0000,0.0000,,0.159,12.3,0.176,0.0000,0.0000,
9/10/14 4:00,-38.4,12.9,-3458.0,19.7,0.0000,0.0000,,0.159,11.8,0.173,0.0000,0.0000,
9/10/14 5:00,-39.1,12.5,-3523.1,19.7,0.0000,0.0000,,0.158,11.3,0.169,0.0000,0.0000,
9/10/14 6:00,-39.8,12.1,-3559.0,19.6,0.0000,0.0000,,0.157,11.0,0.165,0.0000,0.0000,
9/10/14 7:00,-40.4,11.8,-3591.1,19.5,0.0000,0.0000,,0.157,10.7,0.162,0.0010,0.0000,
9/10/14 8:00,-41.0,11.7,-3634.3,19.4,0.0033,0.0060,0.264,0.157,10.7,0.158,0.0860,0.0920,0.935
9/10/14 9:00,-41.7,11.8,-3659.5,19.3,0.0152,0.0238,0.319,0.157,11.2,0.155,0.3460,0.2820,1.227
9/10/14 10:00,-42.6,12.9,-3708.7,19.2,0.0264,0.0385,0.316,0.156,12.8,0.153,0.5910,0.4500,1.313
9/10/14 11:00,-43.5,15.1,-3733.6,19.1,0.0316,0.0449,0.315,0.154,15.8,0.152,0.8140,0.6030,1.350
9/10/14 12:00,-44.5,17.9,-3780.3,19.0,0.0282,0.0391,0.310,0.152,19.7,0.152,1.0060,0.7310,1.376
9/10/14 13:00,-45.4,20.0,-3846.1,18.9,0.0343,0.0480,0.320,0.149,21.8,0.149,1.1290,0.8130,1.389
9/10/14 14:00,-47.0,20.5,-3876.4,18.8,0.0387,0.0531,0.312,0.146,21.9,0.147,1.1630,0.8340,1.394
9/10/14 15:00,-49.0,21.3,-3944.8,18.8,0.0360,0.0501,0.318,0.144,23.1,0.144,1.1130,0.7970,1.396
9/10/14 16:00,-51.4,21.8,-3981.3,18.7,0.0243,0.0335,0.314,0.141,23.3,0.139,0.9850,0.7070,1.393
9/10/14 17:00,-54.4,21.5,-4015.4,18.7,0.0243,0.0345,0.327,0.139,22.2,0.136,0.7960,0.5770,1.380
9/10/14 18:00,-57.7,21.1,-4021.9,18.7,0.0195,0.0285,0.328,0.136,21.5,0.132,0.5580,0.4140,1.348
9/10/14 19:00,-61.2,20.6,-4053.5,18.7,0.0115,0.0166,0.303,0.133,20.5,0.129,0.3040,0.2350,1.294
9/10/14 20:00,-64.9,19.9,-4020.0,18.7,0.0020,0.0030,0.133,0.130,19.4,0.125,0.0290,0.0340,0.853
9/10/14 21:00,-68.6,18.9,-4021.9,18.8,0.0000,0.0000,,0.129,18.1,0.121,0.0000,0.0000,
9/10/14 22:00,-72.4,17.9,-3985.0,18.8,0.0000,0.0000,,0.128,16.8,0.119,0.0000,0.0000,
9/10/14 23:00,-76.1,16.9,-3958.5,18.9,0.0000,0.0000,,0.127,15.7,0.116,0.0000,0.0000,
9/11/14 0:00,-80.0,16.0,-3956.6,18.9,0.0000,0.0000,,0.126,14.7,0.113,0.0000,0.0000,
9/11/14 1:00,-84.1,15.3,-3936.6,19.0,0.0000,0.0000,,0.125,13.9,0.110,0.0000,0.0000,
9/11/14 2:00,-88.2,14.6,-3930.3,19.0,0.0000,0.0000,,0.124,13.2,0.109,0.0000,0.0000,
9/11/14 3:00,-92.3,14.0,-3925.8,19.0,0.0000,0.0000,,0.124,12.6,0.108,0.0000,0.0000,
9/11/14 4:00,-96.3,13.4,-3935.7,19.0,0.0000,0.0000,,0.123,12.1,0.106,0.0000,0.0000,
9/11/14 5:00,-100.4,12.9,-3954.8,19.0,0.0000,0.0000,,0.122,11.5,0.103,0.0000,0.0000,
9/11/14 6:00,-104.4,12.3,-3988.7,19.0,0.0000,0.0000,,0.122,10.9,0.102,0.0000,0.0000,
9/11/14 7:00,-108.5,11.9,-4026.5,18.9,0.0000,0.0000,,0.121,10.4,0.101,0.0010,0.0000,
9/11/14 8:00,-112.5,11.4,-4061.9,18.9,0.0042,0.0074,0.246,0.121,10.1,0.100,0.0910,0.0960,0.948
9/11/14 9:00,-116.1,11.4,-4141.2,18.8,0.0192,0.0290,0.308,0.121,10.4,0.099,0.3550,0.2850,1.246
9/11/14 10:00,-117.9,12.4,-4228.9,18.7,0.0343,0.0480,0.296,0.122,12.0,0.098,0.5970,0.4530,1.318
9/11/14 11:00,-116.2,14.5,-4327.4,18.7,0.0434,0.0587,0.293,0.122,15.0,0.099,0.8220,0.6080,1.352
9/11/14 12:00,-112.2,17.4,-4464.0,18.6,0.0387,0.0508,0.292,0.121,19.0,0.100,1.0130,0.7340,1.380
9/11/14 13:00,-108.8,19.9,-4625.2,18.5,0.0438,0.0582,0.297,0.120,22.0,0.100,1.1290,0.8080,1.397
9/11/14 14:00,-106.7,21.7,-4736.2,18.4,0.0426,0.0570,0.307,0.120,24.1,0.099,1.1630,0.8300,1.401
9/11/14 15:00,-104.9,23.6,-4866.6,18.4,0.0369,0.0504,0.316,0.120,26.7,0.098,1.1090,0.7890,1.406
9/11/14 16:00,-104.5,24.8,-4870.0,18.3,0.0244,0.0332,0.314,0.119,27.7,0.096,0.9830,0.7000,1.404
9/11/14 17:00,-107.5,24.6,-4938.9,18.3,0.0249,0.0346,0.318,0.116,26.1,0.097,0.7930,0.5710,1.389
9/11/14 18:00,-112.1,23.8,-4948.0,18.3,0.0200,0.0286,0.325,0.114,24.7,0.096,0.5630,0.4130,1.363
9/11/14 19:00,-118.0,22.9,-4934.3,18.3,0.0121,0.0169,0.294,0.112,23.1,0.096,0.3060,0.2320,1.319
9/11/14 20:00,-125.4,21.8,-4866.6,18.4,0.0022,0.0032,0.069,0.110,21.3,0.095,0.0210,0.0260,0.808
9/11/14 21:00,-133.5,20.5,-4712.2,18.5,0.0000,0.0000,,0.109,19.6,0.094,0.0000,0.0000,
9/11/14 22:00,-142.0,19.3,-4661.5,18.6,0.0000,0.0000,,0.109,18.2,0.093,0.0000,0.0000,
9/11/14 23:00,-150.8,18.2,-4532.4,18.7,0.0000,0.0000,,0.109,16.9,0.091,0.0000,0.0000,
9/12/14 0:00,-159.2,17.2,-4389.6,18.8,0.0000,0.0000,,0.109,15.9,0.090,0.0000,0.0000,
9/12/14 1:00,-167.6,16.4,-4346.4,18.5,0.0000,0.0000,,0.108,15.0,0.089,0.0000,0.0000,
9/12/14 2:00,-176.0,15.7,-4335.4,18.9,0.0000,0.0000,,0.107,14.3,0.088,0.0000,0.0000,
9/12/14 3:00,-184.7,14.9,-4247.4,18.9,0.0000,0.0000,,0.106,13.4,0.087,0.0000,0.0000,
9/12/14 4:00,-193.3,14.2,-4212.4,19.0,0.0000,0.0000,,0.106,12.6,0.085,0.0000,0.0000,
9/12/14 5:00,-202.5,13.5,-4210.4,19.0,0.0000,0.0000,,0.106,11.9,0.084,0.0000,0.0000,
9/12/14 6:00,-211.4,12.8,-4275.9,19.0,0.0000,0.0000,,0.105,11.2,0.084,0.0000,0.0000,
9/12/14 7:00,-221.0,12.2,-4264.1,18.9,0.0000,0.0000,,0.105,10.6,0.083,0.0010,0.0000,
9/12/14 8:00,-230.2,11.7,-4356.4,18.9,0.0041,0.0072,0.242,0.104,10.0,0.083,0.0870,0.0940,0.926
9/12/14 9:00,-238.7,11.4,-4433.3,18.8,0.0188,0.0285,0.302,0.104,10.1,0.082,0.3510,0.2840,1.236
9/12/14 10:00,-237.8,12.2,-4549.1,18.8,0.0350,0.0489,0.296,0.105,11.4,0.082,0.5920,0.4520,1.310
9/12/14 11:00,-226.4,14.2,-4641.2,18.7,0.0438,0.0593,0.293,0.106,14.4,0.082,0.8060,0.6000,1.343
9/12/14 12:00,-207.8,17.0,-4746.0,18.6,0.0387,0.0511,0.288,0.106,18.6,0.082,0.9760,0.7130,1.369
9/12/14 13:00,-193.8,19.3,-4842.0,18.5,0.0436,0.0579,0.297,0.107,21.7,0.082,1.0940,0.7860,1.392
9/12/14 14:00,-183.5,21.3,-4954.8,18.5,0.0424,0.0570,0.309,0.106,24.0,0.082,1.1440,0.8140,1.405
9/12/14 15:00,-177.6,22.9,-5002.9,18.4,0.0369,0.0506,0.318,0.107,26.3,0.082,1.1060,0.7880,1.404
9/12/14 16:00,-174.1,24.3,-5069.0,18.3,0.0243,0.0330,0.314,0.106,27.6,0.082,0.9810,0.7000,1.401
9/12/14 17:00,-178.0,24.3,-5094.8,18.3,0.0251,0.0353,0.323,0.104,26.3,0.082,0.7910,0.5710,1.385
9/12/14 18:00,-186.0,23.8,-5062.0,18.3,0.0206,0.0294,0.317,0.102,25.1,0.082,0.5610,0.4130,1.358
9/12/14 19:00,-195.3,23.2,-5084.2,18.3,0.0121,0.0170,0.294,0.100,23.9,0.081,0.3050,0.2340,1.303
9/12/14 20:00,-207.7,22.3,-5065.5,18.4,0.0022,0.0032,0.077,0.099,22.3,0.081,0.0190,0.0230,0.826
9/12/14 21:00,-222.3,21.2,-4955.9,18.5,0.0000,0.0000,,0.097,20.6,0.080,0.0000,0.0000,
9/12/14 22:00,-239.2,20.0,-4915.0,18.5,0.0000,0.0000,,0.096,19.1,0.080,0.0000,0.0000,
9/12/14 23:00,-257.5,18.8,-4863.2,18.6,0.0000,0.0000,,0.096,17.7,0.079,0.0000,0.0000,
9/13/14 0:00,-275.9,17.8,-4780.0,18.7,0.0000,0.0000,,0.096,16.5,0.077,0.0000,0.0000,
9/13/14 1:00,-295.1,16.9,-4659.4,18.8,0.0000,0.0000,,0.096,15.5,0.077,0.0000,0.0000,
9/13/14 2:00,-312.2,16.0,-4607.1,18.9,0.0000,0.0000,,0.096,14.6,0.076,0.0000,0.0000,
9/13/14 3:00,-329.2,15.3,-4485.7,18.9,0.0000,0.0000,,0.095,13.8,0.076,0.0000,0.0000,
9/13/14 4:00,-346.1,14.6,-4491.9,18.9,0.0000,0.0000,,0.095,13.1,0.075,0.0000,0.0000,
9/13/14 5:00,-362.8,14.0,-4496.0,18.9,0.0000,0.0000,,0.095,12.5,0.074,0.0000,0.0000,
9/13/14 6:00,-380.0,13.4,-4471.2,18.9,0.0000,0.0000,,0.094,11.9,0.073,0.0000,0.0000,
9/13/14 7:00,-395.3,12.9,-4499.1,18.9,0.0000,0.0000,,0.094,11.4,0.073,0.0000,0.0000,
9/13/14 8:00,-409.5,12.4,-4562.7,18.9,0.0029,0.0050,0.269,0.093,11.0,0.073,0.0640,0.0630,1.016
9/13/14 9:00,-418.5,12.3,-4641.2,18.8,0.0177,0.0269,0.299,0.094,11.2,0.072,0.3280,0.2690,1.219
9/13/14 10:00,-411.6,13.1,-4719.8,18.8,0.0332,0.0466,0.292,0.095,12.6,0.073,0.5740,0.4400,1.305
9/13/14 11:00,-383.6,15.2,-4782.2,18.7,0.0424,0.0573,0.293,0.095,15.7,0.073,0.7960,0.5910,1.347
9/13/14 12:00,-339.9,18.0,-4894.7,18.6,0.0385,0.0504,0.284,0.096,19.9,0.074,0.9930,0.7210,1.377
9/13/14 13:00,-306.7,20.4,-4941.1,18.5,0.0432,0.0570,0.294,0.097,23.0,0.074,1.1120,0.7970,1.395
9/13/14 14:00,-280.1,22.4,-5008.7,18.5,0.0420,0.0560,0.305,0.098,25.5,0.073,1.1370,0.8110,1.402
9/13/14 15:00,-264.9,24.0,-5052.7,18.4,0.0340,0.0462,0.314,0.098,27.5,0.075,1.0190,0.7280,1.400
9/13/14 16:00,-257.2,25.1,-5092.4,18.4,0.0179,0.0241,0.309,0.096,28.2,0.074,0.6020,0.4290,1.403
9/13/14 17:00,-267.7,24.8,-5085.4,18.4,0.0144,0.0200,0.316,0.094,26.6,0.074,0.4250,0.3060,1.389
9/13/14 18:00,-283.0,24.3,-5099.5,18.4,0.0192,0.0275,0.313,0.092,25.5,0.073,0.5280,0.3940,1.340
9/13/14 19:00,-296.4,23.9,-5057.4,18.4,0.0081,0.0115,0.303,0.090,24.7,0.073,0.2140,0.1630,1.313
9/13/14 20:00,-315.2,23.1,-5049.2,18.5,0.0009,0.0013,0.291,0.089,23.3,0.073,0.0180,0.0140,1.286
9/13/14 21:00,-338.6,22.0,-4977.7,18.5,0.0000,0.0000,,0.088,21.6,0.073,0.0000,0.0000,
9/13/14 22:00,-362.2,20.9,-4899.2,18.6,0.0000,0.0000,,0.087,20.2,0.071,0.0000,0.0000,
9/13/14 23:00,-383.9,20.0,-4824.2,18.7,0.0000,0.0000,,0.087,19.1,0.070,0.0000,0.0000,
9/14/14 0:00,-406.0,19.1,-4702.5,18.8,0.0000,0.0000,,0.087,18.3,0.069,0.0000,0.0000,
9/14/14 1:00,-425.9,18.5,-4564.8,18.9,0.0000,0.0000,,0.087,17.6,0.069,0.0000,0.0000,
9/14/14 2:00,-445.1,17.8,-4491.9,19.0,0.0000,0.0000,,0.087,16.9,0.069,0.0000,0.0000,
9/14/14 3:00,-464.3,17.4,-4407.8,19.0,0.0000,0.0000,,0.087,16.5,0.069,0.0000,0.0000,
9/14/14 4:00,-480.1,16.9,-4359.4,19.1,0.0000,0.0000,,0.086,16.0,0.068,0.0000,0.0000,
9/14/14 5:00,-497.9,16.6,-4323.4,19.1,0.0000,0.0000,,0.086,15.8,0.067,0.0000,0.0000,
9/14/14 6:00,-506.1,16.5,-4331.4,19.1,0.0000,0.0000,,0.086,15.8,0.067,0.0000,0.0000,
9/14/14 7:00,-525.9,16.2,-4321.4,19.1,0.0000,0.0000,,0.086,15.5,0.067,0.0000,0.0000,
9/14/14 8:00,-538.8,15.9,-4361.4,19.1,0.0031,0.0050,0.262,0.086,15.2,0.067,0.0660,0.0620,1.065
9/14/14 9:00,-543.3,15.9,-4399.7,19.1,0.0151,0.0222,0.294,0.086,15.5,0.066,0.2960,0.2370,1.249
9/14/14 10:00,-538.4,16.7,-4437.4,19.0,0.0293,0.0400,0.285,0.086,16.6,0.066,0.5440,0.4110,1.324
9/14/14 11:00,-505.4,18.2,-4473.3,19.0,0.0372,0.0496,0.286,0.086,19.1,0.067,0.7280,0.5390,1.351
9/14/14 12:00,-460.8,20.5,-4553.3,18.9,0.0400,0.0523,0.284,0.086,22.2,0.067,1.0250,0.7460,1.374
9/14/14 13:00,-424.4,22.4,-4631.5,18.9,0.0478,0.0631,0.294,0.088,24.9,0.067,1.2620,0.9120,1.384
9/14/14 14:00,-389.1,24.2,-4661.5,18.9,0.0227,0.0306,0.297,0.087,26.8,0.067,0.6290,0.4600,1.367
9/14/14 15:00,-390.0,24.6,-4644.4,18.8,0.0238,0.0324,0.301,0.086,26.9,0.067,0.7290,0.5350,1.363
9/14/14 16:00,-390.5,25.1,-4702.5,18.8,0.0229,0.0315,0.306,0.085,27.2,0.067,0.8010,0.5860,1.367
9/14/14 17:00,-401.0,25.3,-4661.5,18.8,0.0151,0.0208,0.308,0.084,27.0,0.067,0.4610,0.3370,1.368
9/14/14 18:00,-415.8,25.0,-4647.6,18.9,0.0098,0.0137,0.296,0.082,26.1,0.067,0.2400,0.1830,1.311
9/14/14 19:00,-435.8,24.6,-4577.5,18.9,0.0107,0.0153,0.293,0.082,25.3,0.067,0.3000,0.2350,1.277
9/14/14 20:00,-458.3,23.9,-4472.3,19.0,0.0020,0.0030,0.267,0.080,24.2,0.067,0.0240,0.0210,1.143
9/14/14 21:00,-483.4,22.9,-4337.4,19.1,0.0000,0.0000,,0.079,22.6,0.066,0.0000,0.0000,
9/14/14 22:00,-513.2,21.8,-4235.7,19.2,0.0000,0.0000,,0.079,21.2,0.065,0.0000,0.0000,
9/14/14 23:00,-542.2,20.9,-4155.5,19.3,0.0000,0.0000,,0.079,20.0,0.064,0.0000,0.0000,
9/15/14 0:00,-571.8,20.0,-4074.0,19.3,0.0000,0.0000,,0.078,19.0,0.064,0.0000,0.0000,
9/15/14 1:00,-597.6,19.2,-4022.8,19.4,0.0000,0.0000,,0.078,18.2,0.063,0.0000,0.0000,
9/15/14 2:00,-630.0,18.5,-3976.7,19.5,0.0000,0.0000,,0.078,17.5,0.062,0.0000,0.0000,
9/15/14 3:00,-650.3,17.9,-3953.0,19.6,0.0000,0.0000,,0.078,16.8,0.062,0.0000,0.0000,
9/15/14 4:00,-684.7,17.3,-3936.6,19.6,0.0000,0.0000,,0.077,16.3,0.061,0.0000,0.0000,
9/15/14 5:00,-704.4,16.8,-3939.4,19.6,0.0000,0.0000,,0.077,15.7,0.061,0.0000,0.0000,
9/15/14 6:00,-734.1,16.3,-3936.6,19.6,0.0000,0.0000,,0.077,15.3,0.060,0.0000,0.0000,
9/15/14 7:00,-761.6,15.9,-3938.5,19.6,0.0000,0.0000,,0.077,14.9,0.060,0.0000,0.0000,
9/15/14 8:00,-773.4,15.7,-3937.6,19.6,0.0021,0.0033,0.187,0.077,14.8,0.060,0.0420,0.0460,0.913
9/15/14 9:00,-781.9,15.6,-3959.4,19.6,0.0174,0.0255,0.292,0.077,14.9,0.060,0.3180,0.2560,1.242
9/15/14 10:00,-770.8,16.3,-3990.5,19.4,0.0363,0.0494,0.283,0.077,16.1,0.060,0.6460,0.4910,1.316
9/15/14 11:00,-708.0,18.3,-4036.7,19.4,0.0430,0.0565,0.280,0.077,19.2,0.060,0.8130,0.5990,1.357
9/15/14 12:00,-622.5,21.0,-4084.4,19.3,0.0385,0.0494,0.281,0.079,23.0,0.062,0.9910,0.7150,1.386
