5G0E3559,Port 1,Port 1,Port 2,Port 2,Port 3,Port 3,Port 3,Port 4,Port 4,Port 4,Port 5,Port 5,Port 5
9/15/14 13:00,-561.9,23.0,-4136.4,19.3,0.0293,0.0378,0.290,0.080,25.6,0.062,0.8290,0.5920,1.400
9/15/14 14:00,-536.7,23.8,-4171.8,19.2,0.0112,0.0149,0.286,0.078,25.7,0.062,0.2900,0.2140,1.355
9/15/14 15:00,-545.9,23.6,-4184.3,19.2,0.0164,0.0218,0.297,0.077,25.2,0.062,0.4800,0.3460,1.387
9/15/14 16:00,-547.9,24.0,-4232.8,19.2,0.0158,0.0211,0.299,0.077,25.8,0.061,0.5700,0.4090,1.394
9/15/14 17:00,-548.3,24.4,-4233.8,19.2,0.0251,0.0346,0.308,0.076,26.1,0.061,0.6860,0.4980,1.378
9/15/14 18:00,-568.5,24.5,-4222.1,19.2,0.0168,0.0229,0.297,0.074,25.9,0.060,0.4680,0.3440,1.360
9/15/14 19:00,-589.6,24.3,-4187.2,19.2,0.0108,0.0150,0.280,0.074,25.2,0.060,0.2650,0.2070,1.280
9/15/14 20:00,-621.0,23.7,-4125.0,19.3,0.0022,0.0029,0.270,0.074,24.1,0.060,0.0170,0.0130,1.308
9/15/14 21:00,-652.4,22.8,-4086.3,19.3,0.0000,0.0000,,0.073,22.7,0.060,0.0000,0.0000,
9/15/14 22:00,-695.7,21.8,-4022.8,19.4,0.0000,0.0000,,0.072,21.3,0.060,0.0000,0.0000,
9/15/14 23:00,-722.1,21.0,-3967.6,19.5,0.0000,0.0000,,0.072,20.2,0.059,0.0000,0.0000,
9/16/14 0:00,-765.8,20.2,-3932.1,19.6,0.0000,0.0000,,0.071,19.3,0.059,0.0000,0.0000,
9/16/14 1:00,-796.4,19.4,-3900.6,19.7,0.0000,0.0000,,0.073,18.6,0.058,0.0000,0.0000,
9/16/14 2:00,-838.2,18.8,-3873.7,19.7,0.0000,0.0000,,0.073,17.9,0.057,0.0000,0.0000,
9/16/14 3:00,-858.5,18.2,-3854.1,19.8,0.0000,0.0000,,0.072,17.3,0.057,0.0000,0.0000,
9/16/14 4:00,-879.7,17.7,-3847.9,19.8,0.0000,0.0000,,0.069,16.7,0.057,0.0000,0.0000,
9/16/14 5:00,-925.2,17.2,-3844.4,19.8,0.0000,0.0000,,0.069,16.3,0.057,0.0000,0.0000,
9/16/14 6:00,-949.3,16.8,-3827.6,19.8,0.0000,0.0000,,0.069,15.8,0.057,0.0000,0.0000,
9/16/14 7:00,-965.4,16.4,-3840.8,19.8,0.0000,0.0000,,0.069,15.4,0.057,0.0000,0.0000,
9/16/14 8:00,-997.8,16.1,-3856.8,19.8,0.0037,0.0061,0.212,0.071,15.1,0.056,0.0730,0.0780,0.936
9/16/14 9:00,-1021.2,16.0,-3864.8,19.7,0.0175,0.0251,0.283,0.073,15.4,0.055,0.3260,0.2610,1.249
9/16/14 10:00,-980.2,16.8,-3870.1,19.7,0.0325,0.0436,0.282,0.073,16.6,0.055,0.5720,0.4300,1.330
9/16/14 11:00,-912.5,18.5,-3896.1,19.7,0.0426,0.0554,0.281,0.073,19.3,0.056,0.8000,0.5880,1.361
9/16/14 12:00,-805.8,21.0,-3927.6,19.6,0.0381,0.0487,0.279,0.075,22.9,0.057,0.9780,0.7050,1.387
9/16/14 13:00,-730.7,22.9,-3945.7,19.5,0.0367,0.0471,0.288,0.076,25.4,0.057,0.9150,0.6520,1.403
9/16/14 14:00,-667.3,24.3,-3988.7,19.4,0.0234,0.0303,0.286,0.076,26.7,0.057,0.6320,0.4530,1.395
9/16/14 15:00,-644.5,24.9,-4006.1,19.4,0.0274,0.0365,0.299,0.076,27.4,0.057,0.7460,0.5370,1.389
9/16/14 16:00,-633.5,25.5,-4015.4,19.3,0.0160,0.0210,0.292,0.075,28.1,0.057,0.6240,0.4500,1.387
9/16/14 17:00,-634.8,25.7,-4021.9,19.3,0.0141,0.0187,0.297,0.074,27.7,0.057,0.5160,0.3720,1.387
9/16/14 18:00,-645.8,25.5,-4025.6,19.4,0.0159,0.0215,0.299,0.073,27.2,0.056,0.5130,0.3760,1.364
9/16/14 19:00,-673.2,25.2,-3989.6,19.4,0.0106,0.0147,0.280,0.071,26.4,0.056,0.2570,0.2010,1.279
9/16/14 20:00,-703.9,24.6,-3942.1,19.5,0.0012,0.0015,0.334,0.069,25.2,0.056,0.0140,0.0090,1.556
9/16/14 21:00,-757.9,23.7,-3911.3,19.6,0.0000,0.0000,,0.067,23.6,0.056,0.0000,0.0000,
9/16/14 22:00,-809.3,22.6,-3886.2,19.7,0.0000,0.0000,,0.066,22.2,0.055,0.0000,0.0000,
9/16/14 23:00,-858.3,21.7,-3833.8,19.8,0.0000,0.0000,,0.065,21.1,0.055,0.0000,0.0000,
9/17/14 0:00,-915.0,21.0,-3802.1,19.9,0.0000,0.0000,,0.065,20.2,0.054,0.0000,0.0000,
9/17/14 1:00,-955.5,20.2,-3781.2,19.9,0.0000,0.0000,,0.065,19.3,0.054,0.0000,0.0000,
9/17/14 2:00,-987.7,19.5,-3754.3,20.0,0.0000,0.0000,,0.064,18.6,0.054,0.0000,0.0000,
9/17/14 3:00,-1046.5,18.9,-3736.2,20.0,0.0000,0.0000,,0.064,18.0,0.053,0.0000,0.0000,
9/17/14 4:00,-1074.5,18.4,-3737.0,20.1,0.0000,0.0000,,0.064,17.6,0.053,0.0000,0.0000,
9/17/14 5:00,-1096.3,18.0,-3738.7,20.1,0.0000,0.0000,,0.064,17.2,0.053,0.0000,0.0000,
9/17/14 6:00,-1120.0,17.8,-3719.9,20.1,0.0000,0.0000,,0.064,17.1,0.052,0.0000,0.0000,
9/17/14 7:00,-1162.3,17.5,-3724.1,20.1,0.0000,0.0000,,0.063,16.8,0.051,0.0000,0.0000,
9/17/14 8:00,-1197.6,17.3,-3728.4,20.1,0.0033,0.0053,0.208,0.063,16.6,0.051,0.0710,0.0750,0.947
9/17/14 9:00,-1205.7,17.3,-3737.9,20.0,0.0179,0.0252,0.283,0.063,16.8,0.051,0.3360,0.2660,1.263
9/17/14 10:00,-1143.2,18.0,-3754.3,20.0,0.0340,0.0451,0.278,0.063,18.2,0.051,0.5860,0.4390,1.335
9/17/14 11:00,-1048.6,19.7,-3765.5,20.0,0.0432,0.0554,0.275,0.064,20.7,0.051,0.8050,0.5890,1.367
9/17/14 12:00,-934.8,21.9,-3766.4,19.9,0.0383,0.0487,0.277,0.066,23.9,0.051,0.9810,0.7050,1.391
9/17/14 13:00,-846.1,23.6,-3802.1,19.9,0.0428,0.0544,0.283,0.067,26.1,0.051,1.1030,0.7850,1.405
9/17/14 14:00,-757.4,25.5,-3796.9,19.8,0.0426,0.0554,0.294,0.068,28.9,0.052,1.1260,0.8000,1.408
9/17/14 15:00,-705.7,26.4,-3825.0,19.8,0.0300,0.0394,0.299,0.066,29.5,0.052,0.8210,0.5810,1.413
9/17/14 16:00,-683.2,27.2,-3830.2,19.8,0.0249,0.0322,0.292,0.066,30.4,0.052,0.7740,0.5470,1.415
9/17/14 17:00,-674.7,27.3,-3825.0,19.8,0.0276,0.0374,0.312,0.064,29.8,0.052,0.5410,0.3840,1.409
9/17/14 18:00,-696.8,27.0,-3799.5,19.8,0.0205,0.0274,0.292,0.063,28.8,0.052,0.5360,0.3920,1.367
9/17/14 19:00,-724.1,26.5,-3795.1,19.9,0.0131,0.0166,0.237,0.061,27.7,0.051,0.2600,0.2040,1.275
9/17/14 20:00,-767.9,25.8,-3762.9,19.9,0.0015,0.0018,0.322,0.059,26.5,0.051,0.0150,0.0090,1.667
9/17/14 21:00,-819.3,24.9,-3734.4,20.0,0.0000,0.0000,,0.057,25.0,0.051,0.0000,0.0000,
9/17/14 22:00,-882.5,23.9,-3716.4,20.1,0.0000,0.0000,,0.057,23.6,0.050,0.0000,0.0000,
9/17/14 23:00,-949.3,23.0,-3683.2,20.2,0.0000,0.0000,,0.056,22.5,0.050,0.0000,0.0000,
9/18/14 0:00,-991.1,22.3,-3650.3,20.3,0.0000,0.0000,,0.055,21.7,0.049,0.0000,0.0000,
9/18/14 1:00,-1050.8,21.8,-3633.5,20.4,0.0000,0.0000,,0.055,21.3,0.049,0.0000,0.0000,
9/18/14 2:00,-1075.5,21.4,-3615.1,20.5,0.0000,0.0000,,0.055,21.0,0.049,0.0000,0.0000,
9/18/14 3:00,-1106.2,21.0,-3598.5,20.5,0.0000,0.0000,,0.054,20.4,0.048,0.0000,0.0000,
9/18/14 4:00,-1157.2,20.6,-3589.4,20.5,0.0000,0.0000,,0.054,19.9,0.048,0.0000,0.0000,
9/18/14 5:00,-1201.8,20.2,-3562.3,20.6,0.0000,0.0000,,0.053,19.6,0.048,0.0000,0.0000,
9/18/14 6:00,-1222.7,19.8,-3565.5,20.6,0.0000,0.0000,,0.053,19.2,0.047,0.0000,0.0000,
9/18/14 7:00,-1244.6,19.4,-3560.6,20.6,0.0000,0.0000,,0.053,18.8,0.047,0.0000,0.0000,
9/18/14 8:00,-1270.9,19.1,-3568.0,20.6,0.0035,0.0053,0.187,0.053,18.4,0.047,0.0690,0.0720,0.958
9/18/14 9:00,-1294.6,18.9,-3572.1,20.6,0.0174,0.0242,0.274,0.053,18.5,0.047,0.3290,0.2580,1.275
9/18/14 10:00,-1256.4,19.5,-3577.1,20.5,0.0332,0.0434,0.277,0.053,19.5,0.046,0.5770,0.4290,1.345
9/18/14 11:00,-1175.0,21.0,-3577.1,20.5,0.0428,0.0544,0.270,0.055,21.8,0.046,0.7960,0.5800,1.372
9/18/14 12:00,-1042.9,23.0,-3595.2,20.5,0.0385,0.0482,0.270,0.055,24.9,0.046,0.9690,0.6950,1.394
9/18/14 13:00,-955.7,24.5,-3601.9,20.4,0.0392,0.0494,0.279,0.056,26.9,0.047,1.0150,0.7230,1.404
9/18/14 14:00,-873.2,25.9,-3606.8,20.4,0.0262,0.0333,0.283,0.057,28.8,0.047,0.9380,0.6650,1.411
9/18/14 15:00,-836.6,26.7,-3611.0,20.4,0.0207,0.0262,0.288,0.056,29.6,0.047,0.8180,0.5770,1.418
9/18/14 16:00,-793.5,27.3,-3616.8,20.4,0.0208,0.0266,0.285,0.055,30.3,0.047,0.7380,0.5230,1.411
9/18/14 17:00,-787.8,27.4,-3611.8,20.4,0.0286,0.0381,0.299,0.053,29.7,0.047,0.7510,0.5390,1.393
9/18/14 18:00,-804.7,27.2,-3600.2,20.4,0.0198,0.0257,0.281,0.052,29.1,0.046,0.5190,0.3770,1.377
9/18/14 19:00,-841.4,26.7,-3593.6,20.5,0.0090,0.0121,0.268,0.050,28.0,0.046,0.2390,0.1840,1.299
9/18/14 20:00,-877.5,26.0,-3568.0,20.5,0.0016,0.0020,0.354,0.048,26.7,0.045,0.0110,0.0070,1.571
9/18/14 21:00,-946.3,25.1,-3543.4,20.6,0.0000,0.0000,,0.047,25.2,0.045,0.0000,0.0000,
9/18/14 22:00,-1006.8,24.3,-3506.9,20.7,0.0000,0.0000,,0.047,24.0,0.045,0.0000,0.0000,
9/18/14 23:00,-1075.5,23.4,-3470.0,20.7,0.0000,0.0000,,0.046,23.0,0.044,0.0000,0.0000,
9/19/14 0:00,-1126.2,22.7,-3412.1,20.8,0.0000,0.0000,,0.045,22.3,0.044,0.0000,0.0000,
9/19/14 1:00,-1196.8,22.2,-3357.6,20.9,0.0000,0.0000,,0.045,21.7,0.044,0.0000,0.0000,
9/19/14 2:00,-1230.3,21.7,-3297.1,20.9,0.0000,0.0000,,0.045,21.1,0.043,0.0000,0.0000,
9/19/14 3:00,-1267.4,21.1,-3270.6,21.0,0.0000,0.0000,,0.044,20.3,0.043,0.0000,0.0000,
9/19/14 4:00,-1340.4,20.5,-3228.7,21.0,0.0000,0.0000,,0.044,19.7,0.042,0.0000,0.0000,
9/19/14 5:00,-1390.4,20.1,-3225.0,21.0,0.0000,0.0000,,0.044,19.3,0.042,0.0000,0.0000,
9/19/14 6:00,-1411.3,19.8,-3205.7,21.0,0.0000,0.0000,,0.043,19.0,0.042,0.0000,0.0000,
9/19/14 7:00,-1436.6,19.4,-3220.5,21.0,0.0000,0.0000,,0.043,18.6,0.042,0.0000,0.0000,
9/19/14 8:00,-1472.1,19.0,-3224.2,21.0,0.0019,0.0026,0.272,0.043,18.2,0.042,0.0310,0.0250,1.240
9/19/14 9:00,-1491.5,18.8,-3235.4,21.0,0.0172,0.0242,0.275,0.043,18.2,0.042,0.3160,0.2530,1.249
9/19/14 10:00,-1454.9,19.2,-3256.3,21.0,0.0325,0.0428,0.273,0.044,19.0,0.042,0.5840,0.4400,1.327
9/19/14 11:00,-1361.5,20.6,-3278.9,20.9,0.0379,0.0485,0.273,0.045,21.3,0.041,0.7210,0.5270,1.368
9/19/14 12:00,-1199.8,22.7,-3322.2,20.9,0.0381,0.0478,0.270,0.047,24.6,0.041,0.9600,0.6900,1.391
9/19/14 13:00,-1079.3,24.3,-3358.4,20.8,0.0420,0.0531,0.281,0.047,26.8,0.042,1.0710,0.7620,1.406
9/19/14 14:00,-971.5,26.1,-3385.5,20.8,0.0416,0.0531,0.285,0.048,29.6,0.042,1.1090,0.7860,1.411
9/19/14 15:00,-913.3,27.2,-3415.3,20.7,0.0337,0.0438,0.294,0.047,30.6,0.042,0.9280,0.6560,1.415
9/19/14 16:00,-870.0,27.7,-3442.9,20.7,0.0203,0.0259,0.283,0.046,31.0,0.042,0.8200,0.5860,1.399
9/19/14 17:00,-868.6,27.7,-3439.7,20.7,0.0122,0.0160,0.290,0.043,30.1,0.042,0.4090,0.2950,1.386
9/19/14 18:00,-920.9,27.0,-3421.6,20.7,0.0180,0.0235,0.275,0.042,28.5,0.041,0.4600,0.3380,1.361
9/19/14 19:00,-959.7,26.3,-3398.0,20.8,0.0088,0.0117,0.262,0.040,27.3,0.040,0.2190,0.1710,1.281
9/19/14 20:00,-1025.7,25.4,-3360.7,20.8,0.0012,0.0017,0.344,0.039,25.8,0.040,0.0130,0.0080,1.625
9/19/14 21:00,-1093.8,24.5,-3304.7,20.9,0.0000,0.0000,,0.038,24.3,0.039,0.0000,0.0000,
9/19/14 22:00,-1189.4,23.5,-3222.7,20.9,0.0000,0.0000,,0.037,22.9,0.039,0.0000,0.0000,
9/19/14 23:00,-1246.3,22.5,-3173.4,21.0,0.0000,0.0000,,0.037,21.7,0.039,0.0000,0.0000,
9/20/14 0:00,-1322.9,21.7,-3129.9,21.1,0.0000,0.0000,,0.036,20.8,0.039,0.0000,0.0000,
9/20/14 1:00,-1405.5,21.0,-3096.2,21.1,0.0000,0.0000,,0.036,19.9,0.039,0.0000,0.0000,
9/20/14 2:00,-1446.9,20.4,-3068.5,21.2,0.0000,0.0000,,0.036,19.2,0.038,0.0000,0.0000,
9/20/14 3:00,-1516.1,19.8,-3041.1,21.2,0.0000,0.0000,,0.036,18.6,0.038,0.0000,0.0000,
9/20/14 4:00,-1609.3,19.1,-3040.4,21.2,0.0000,0.0000,,0.036,18.0,0.038,0.0000,0.0000,
9/20/14 5:00,-1657.0,18.6,-3052.3,21.2,0.0000,0.0000,,0.036,17.4,0.037,0.0000,0.0000,
9/20/14 6:00,-1690.5,18.1,-3042.5,21.2,0.0000,0.0000,,0.036,16.9,0.037,0.0000,0.0000,
9/20/14 7:00,-1728.7,17.7,-3053.0,21.2,0.0000,0.0000,,0.036,16.5,0.037,0.0000,0.0000,
9/20/14 8:00,-1787.8,17.3,-3074.9,21.1,0.0027,0.0043,0.217,0.036,16.0,0.037,0.0530,0.0550,0.964
9/20/14 9:00,-1818.6,17.0,-3111.9,21.1,0.0157,0.0229,0.281,0.036,16.1,0.037,0.2930,0.2410,1.216
9/20/14 10:00,-1728.7,17.6,-3134.9,21.0,0.0321,0.0430,0.276,0.036,17.2,0.037,0.5430,0.4140,1.312
9/20/14 11:00,-1580.3,19.1,-3191.7,20.9,0.0418,0.0541,0.273,0.037,19.7,0.037,0.7730,0.5720,1.351
9/20/14 12:00,-1357.8,21.4,-3268.3,20.9,0.0381,0.0482,0.268,0.038,23.4,0.037,0.9530,0.6920,1.377
9/20/14 13:00,-1223.8,23.2,-3297.8,20.8,0.0420,0.0533,0.277,0.039,25.7,0.037,1.0680,0.7650,1.396
9/20/14 14:00,-1088.5,25.1,-3361.4,20.7,0.0412,0.0526,0.285,0.040,28.7,0.037,1.0950,0.7800,1.404
9/20/14 15:00,-994.8,26.3,-3387.1,20.7,0.0357,0.0466,0.296,0.039,30.0,0.036,1.0440,0.7410,1.409
9/20/14 16:00,-955.5,27.1,-3435.0,20.6,0.0250,0.0316,0.281,0.038,30.9,0.037,0.9160,0.6530,1.403
9/20/14 17:00,-948.5,27.3,-3450.9,20.6,0.0251,0.0335,0.299,0.036,30.3,0.036,0.7180,0.5180,1.386
9/20/14 18:00,-966.6,26.8,-3462.8,20.6,0.0120,0.0158,0.286,0.034,28.9,0.036,0.3080,0.2260,1.363
9/20/14 19:00,-1031.2,26.0,-3454.0,20.6,0.0060,0.0083,0.279,0.033,27.2,0.035,0.1670,0.1280,1.305
9/20/14 20:00,-1089.2,25.2,-3408.2,20.7,0.0006,0.0009,0.249,0.031,25.6,0.035,0.0090,0.0080,1.125
9/20/14 21:00,-1175.0,24.3,-3347.5,20.7,0.0000,0.0000,,0.030,24.3,0.035,0.0000,0.0000,
9/20/14 22:00,-1227.5,23.5,-3308.5,20.8,0.0000,0.0000,,0.029,23.4,0.034,0.0000,0.0000,
9/20/14 23:00,-1257.3,23.0,-3221.3,20.9,0.0000,0.0000,,0.029,22.9,0.034,0.0000,0.0000,
9/21/14 0:00,-1309.0,22.5,-3187.3,20.9,0.0000,0.0000,,0.029,22.3,0.034,0.0000,0.0000,
9/21/14 1:00,-1377.9,22.0,-3153.7,21.0,0.0000,0.0000,,0.029,21.6,0.034,0.0000,0.0000,
9/21/14 2:00,-1413.9,21.6,-3099.7,21.0,0.0000,0.0000,,0.028,21.1,0.033,0.0000,0.0000,
9/21/14 3:00,-1439.2,21.2,-3073.4,21.1,0.0000,0.0000,,0.028,20.8,0.033,0.0000,0.0000,
9/21/14 4:00,-1467.3,20.9,-3056.5,21.1,0.0000,0.0000,,0.027,20.4,0.033,0.0000,0.0000,
9/21/14 5:00,-1507.7,20.6,-3034.8,21.1,0.0000,0.0000,,0.027,20.0,0.033,0.0000,0.0000,
9/21/14 6:00,-1567.9,20.3,-3041.8,21.1,0.0000,0.0000,,0.027,19.7,0.033,0.0000,0.0000,
9/21/14 7:00,-1613.3,20.0,-3033.4,21.1,0.0000,0.0000,,0.027,19.5,0.033,0.0000,0.0000,
9/21/14 8:00,-1641.8,19.8,-3054.4,21.1,0.0009,0.0013,0.295,0.027,19.1,0.033,0.0180,0.0130,1.385
9/21/14 9:00,-1660.5,19.4,-3055.8,21.1,0.0060,0.0082,0.271,0.027,18.9,0.033,0.1360,0.1060,1.283
9/21/14 10:00,-1651.7,19.6,-3073.4,21.0,0.0074,0.0097,0.277,0.027,19.4,0.032,0.1820,0.1350,1.348
9/21/14 11:00,-1641.4,19.8,-3086.2,21.0,0.0040,0.0052,0.273,0.026,19.9,0.032,0.1000,0.0740,1.351
9/21/14 12:00,-1642.2,19.8,-3104.0,21.0,0.0074,0.0097,0.286,0.023,19.8,0.032,0.2070,0.1510,1.371
9/21/14 13:00,-1648.6,19.8,-3134.9,20.9,0.0056,0.0074,0.292,0.027,19.7,0.032,0.1670,0.1210,1.380
9/21/14 14:00,-1652.8,19.6,-3152.3,20.9,0.0044,0.0063,0.319,0.053,19.3,0.032,0.2860,0.2130,1.343
9/21/14 15:00,-1650.9,19.7,-3193.2,20.9,0.0058,0.0079,0.278,0.045,19.9,0.032,0.4380,0.3310,1.323
9/21/14 16:00,-1584.3,20.5,-3221.3,20.8,0.0093,0.0083,0.097,0.035,21.6,0.031,0.5640,0.4180,1.349
9/21/14 17:00,-1474.8,21.1,-3242.1,20.8,0.0105,0.0103,0.138,0.033,22.1,0.031,0.3770,0.2780,1.356
9/21/14 18:00,-1487.1,21.0,-3275.1,20.7,0.0178,0.0223,0.251,0.032,21.5,0.032,0.5010,0.3740,1.340
9/21/14 19:00,-1569.4,20.6,-3303.1,20.7,0.0027,0.0032,0.263,0.031,20.5,0.032,0.0770,0.0550,1.400
9/21/14 20:00,-1646.0,19.9,-3331.4,20.7,0.0002,0.0002,0.131,0.031,19.3,0.032,0.0060,0.0040,1.500
9/21/14 21:00,-1698.7,19.2,-3339.8,20.7,0.0000,0.0000,,0.031,18.3,0.033,0.0000,0.0000,
9/21/14 22:00,-1785.4,18.6,-3365.3,20.6,0.0000,0.0000,,0.030,17.5,0.033,0.0000,0.0000,
9/21/14 23:00,-1921.9,18.0,-3390.2,20.6,0.0000,0.0000,,0.030,16.8,0.033,0.0000,0.0000,
9/22/14 0:00,-1977.1,17.6,-3406.6,20.6,0.0000,0.0000,,0.030,16.3,0.033,0.0000,0.0000,
9/22/14 1:00,-1999.1,17.3,-3420.0,20.6,0.0000,0.0000,,0.031,16.2,0.033,0.0000,0.0000,
9/22/14 2:00,-2014.3,17.1,-3424.7,20.5,0.0000,0.0000,,0.031,16.1,0.033,0.0000,0.0000,
9/22/14 3:00,-2045.2,16.8,-3450.1,20.5,0.0000,0.0000,,0.031,15.8,0.033,0.0000,0.0000,
9/22/14 4:00,-2078.4,16.6,-3470.8,20.5,0.0000,0.0000,,0.031,15.5,0.033,0.0000,0.0000,
9/22/14 5:00,-2117.0,16.3,-3491.6,20.4,0.0000,0.0000,,0.031,15.2,0.033,0.0000,0.0000,
9/22/14 6:00,-2194.5,16.0,-3531.2,20.4,0.0000,0.0000,,0.031,14.9,0.032,0.0000,0.0000,
9/22/14 7:00,-2296.8,15.7,-3542.6,20.3,0.0000,0.0000,,0.031,14.5,0.033,0.0000,0.0000,
9/22/14 8:00,-2369.9,15.4,-3568.8,20.2,0.0024,0.0036,0.182,0.031,14.2,0.033,0.0560,0.0600,0.933
9/22/14 9:00,-2363.3,15.4,-3587.0,20.2,0.0101,0.0139,0.267,0.032,14.4,0.033,0.2230,0.1750,1.274
9/22/14 10:00,-2166.3,16.0,-3614.3,20.1,0.0257,0.0335,0.263,0.033,15.7,0.033,0.5270,0.4010,1.314
9/22/14 11:00,-1945.0,17.3,-3641.0,20.1,0.0318,0.0394,0.253,0.035,17.9,0.033,0.6710,0.4960,1.353
9/22/14 12:00,-1692.5,19.0,-3655.3,20.0,0.0383,0.0462,0.246,0.036,20.4,0.033,0.9710,0.7050,1.377
9/22/14 13:00,-1477.2,21.0,-3679.8,19.9,0.0410,0.0501,0.253,0.038,23.0,0.033,1.1240,0.8170,1.376
9/22/14 14:00,-1295.2,22.8,-3697.7,19.8,0.0282,0.0341,0.254,0.040,25.6,0.034,0.7930,0.5720,1.386
9/22/14 15:00,-1215.7,23.8,-3714.7,19.8,0.0149,0.0184,0.257,0.040,26.2,0.034,0.5380,0.3940,1.365
9/22/14 16:00,-1224.1,23.5,-3708.7,19.7,0.0087,0.0109,0.249,0.038,24.7,0.034,0.2250,0.1690,1.331
9/22/14 17:00,-1259.3,22.8,-3739.6,19.7,0.0094,0.0117,0.257,0.038,23.5,0.034,0.2690,0.2000,1.345
9/22/14 18:00,-1290.7,22.5,-3743.9,19.7,0.0089,0.0107,0.246,0.037,23.0,0.034,0.2420,0.1770,1.367
9/22/14 19:00,-1352.8,22.1,-3732.7,19.7,0.0085,0.0112,0.246,0.037,22.3,0.034,0.2130,0.1710,1.246
9/22/14 20:00,-1406.1,21.5,-3729.3,19.8,0.0009,0.0011,0.236,0.036,21.4,0.034,0.0120,0.0100,1.200
9/22/14 21:00,-1473.8,20.7,-3707.0,19.8,0.0000,0.0000,,0.035,20.1,0.034,0.0000,0.0000,
9/22/14 22:00,-1613.7,19.9,-3701.1,19.8,0.0000,0.0000,,0.035,19.0,0.034,0.0000,0.0000,
9/22/14 23:00,-1689.8,19.0,-3696.8,19.9,0.0000,0.0000,,0.034,17.9,0.035,0.0000,0.0000,
9/23/14 0:00,-1789.1,18.3,-3671.4,19.9,0.0000,0.0000,,0.034,17.1,0.035,0.0000,0.0000,
9/23/14 1:00,-1937.4,17.6,-3663.8,19.9,0.0000,0.0000,,0.033,16.3,0.035,0.0000,0.0000,
9/23/14 2:00,-1992.6,17.1,-3667.1,19.9,0.0000,0.0000,,0.033,15.8,0.035,0.0000,0.0000,
9/23/14 3:00,-2038.6,16.6,-3661.2,19.9,0.0000,0.0000,,0.033,15.3,0.035,0.0000,0.0000,
9/23/14 4:00,-2112.6,16.2,-3662.1,19.9,0.0000,0.0000,,0.033,14.8,0.035,0.0000,0.0000,
9/23/14 5:00,-2235.8,15.7,-3666.3,19.9,0.0000,0.0000,,0.033,14.3,0.035,0.0000,0.0000,
9/23/14 6:00,-2352.5,15.3,-3668.8,19.9,0.0000,0.0000,,0.033,13.9,0.035,0.0000,0.0000,
